Usuário,Objetivo do treino,Tempo (min),Distância (km),Histórico de lesão,Pace (min/km),Peso (kg),Altura (cm),Atividades/semana,Nível,objetivo_encoded,lesao_encoded,nivel_encoded
1530,Bem-estar,75,10.9,Não,6.89,65.6,171.0,4,Intermediário,0,0,2
1531,Emagrecimento,79,12.0,Sim,6.6,90.9,171.0,3,Intermediário,1,1,2
1532,Maratona,42,5.4,Não,7.83,56.1,158.0,7,Intermediário,2,0,2
1533,Emagrecimento,122,25.6,Não,4.77,59.1,163.0,5,Avançado,1,0,0
1534,Bem-estar,59,7.6,Não,7.79,97.5,196.0,2,Iniciante,0,0,1
1535,Maratona,83,13.2,Não,6.27,92.1,157.0,3,Intermediário,2,0,2
1536,Bem-estar,104,11.4,Não,9.13,69.4,198.0,6,Intermediário,0,0,2
1537,Bem-estar,170,19.5,Não,8.74,81.9,175.0,4,Intermediário,0,0,2
1538,Emagrecimento,176,27.1,Não,6.5,97.1,173.0,1,Avançado,1,0,0
1539,Bem-estar,108,11.4,Não,9.46,60.6,159.0,7,Intermediário,0,0,2
1540,Emagrecimento,50,10.5,Sim,4.76,53.0,183.0,7,Intermediário,1,1,2
1541,Maratona,39,4.6,Não,8.44,76.9,173.0,2,Intermediário,2,0,2
1542,Emagrecimento,149,22.3,Não,6.67,57.1,169.0,3,Avançado,1,0,0
1543,Maratona,172,25.8,Não,6.67,59.4,163.0,5,Avançado,2,0,0
1544,Emagrecimento,32,6.0,Não,5.35,94.6,153.0,5,Intermediário,1,0,2
1545,Bem-estar,141,19.9,Não,7.07,50.4,176.0,3,Intermediário,0,0,2
1546,Emagrecimento,122,24.8,Sim,4.92,90.8,166.0,5,Avançado,1,1,0
1547,Emagrecimento,125,16.5,Não,7.58,75.8,185.0,7,Avançado,1,0,0
1548,Maratona,138,24.2,Sim,5.71,78.0,186.0,7,Avançado,2,1,0
1549,Bem-estar,89,11.0,Não,8.12,83.6,167.0,7,Intermediário,0,0,2
1550,Emagrecimento,118,15.6,Não,7.54,71.6,183.0,3,Intermediário,1,0,2
1551,Bem-estar,101,12.3,Não,8.23,55.8,163.0,2,Intermediário,0,0,2
1552,Emagrecimento,94,11.4,Não,8.25,55.1,186.0,7,Intermediário,1,0,2
1553,Emagrecimento,137,25.0,Não,5.48,87.7,151.0,5,Avançado,1,0,0
1554,Bem-estar,103,22.9,Não,4.5,61.1,158.0,2,Intermediário,0,0,2
1555,Emagrecimento,88,13.9,Não,6.33,51.4,162.0,4,Intermediário,1,0,2
1556,Bem-estar,78,8.6,Não,9.1,99.0,189.0,4,Intermediário,0,0,2
1557,Emagrecimento,145,19.6,Não,7.39,99.0,153.0,4,Avançado,1,0,0
1558,Maratona,130,16.0,Sim,8.14,68.9,159.0,4,Avançado,2,1,0
1559,Bem-estar,81,9.1,Sim,8.9,51.3,168.0,5,Intermediário,0,1,2
1560,Emagrecimento,163,18.1,Sim,9.03,86.4,150.0,3,Avançado,1,1,0
1561,Emagrecimento,147,20.6,Sim,7.15,91.6,188.0,5,Avançado,1,1,0
1562,Maratona,124,17.2,Não,7.2,56.3,178.0,6,Avançado,2,0,0
1563,Bem-estar,87,9.9,Não,8.75,56.8,195.0,5,Intermediário,0,0,2
1564,Emagrecimento,34,4.0,Não,8.54,91.1,152.0,2,Iniciante,1,0,1
1565,Maratona,54,6.8,Sim,7.99,96.1,164.0,3,Intermediário,2,1,2
1566,Emagrecimento,33,4.4,Não,7.52,89.5,187.0,7,Iniciante,1,0,1
1567,Bem-estar,121,15.9,Não,7.59,60.0,184.0,1,Intermediário,0,0,2
1568,Emagrecimento,119,18.9,Sim,6.31,70.6,162.0,1,Intermediário,1,1,2
1569,Emagrecimento,26,3.0,Não,8.7,80.0,180.0,7,Iniciante,1,0,1
1570,Emagrecimento,49,6.5,Não,7.59,58.0,190.0,3,Intermediário,1,0,2
1571,Emagrecimento,68,12.1,Não,5.62,60.5,152.0,1,Intermediário,1,0,2
1572,Maratona,163,28.6,Não,5.7,64.1,186.0,3,Avançado,2,0,0
1573,Maratona,130,14.8,Não,8.81,75.5,163.0,2,Avançado,2,0,0
1574,Bem-estar,91,11.9,Sim,7.63,75.5,197.0,2,Intermediário,0,1,2
1575,Maratona,99,15.3,Não,6.49,90.7,177.0,5,Avançado,2,0,0
1576,Maratona,102,18.8,Não,5.44,87.7,152.0,1,Avançado,2,0,0
1577,Bem-estar,61,8.1,Não,7.55,95.7,170.0,7,Intermediário,0,0,2
1578,Maratona,36,6.6,Não,5.42,91.6,198.0,3,Intermediário,2,0,2
1579,Maratona,26,3.8,Não,6.85,62.7,187.0,2,Intermediário,2,0,2
1580,Bem-estar,174,22.1,Não,7.89,66.6,165.0,5,Intermediário,0,0,2
1581,Bem-estar,29,4.0,Não,7.33,75.0,179.0,1,Iniciante,0,0,1
1582,Bem-estar,53,5.8,Não,9.11,50.7,180.0,1,Iniciante,0,0,1
1583,Emagrecimento,55,11.7,Não,4.7,95.2,151.0,1,Intermediário,1,0,2
1584,Emagrecimento,172,29.2,Não,5.9,52.2,159.0,2,Avançado,1,0,0
1585,Bem-estar,25,5.2,Não,4.79,66.1,178.0,2,Iniciante,0,0,1
1586,Bem-estar,171,31.3,Não,5.47,78.5,170.0,1,Intermediário,0,0,2
1587,Bem-estar,165,32.2,Não,5.12,75.9,160.0,2,Intermediário,0,0,2
1588,Emagrecimento,153,18.8,Sim,8.16,82.7,189.0,1,Avançado,1,1,0
1589,Emagrecimento,48,7.6,Não,6.35,76.4,174.0,4,Intermediário,1,0,2
1590,Maratona,145,15.9,Não,9.13,61.5,165.0,2,Avançado,2,0,0
1591,Maratona,172,37.2,Sim,4.62,60.1,158.0,3,Avançado,2,1,0
1592,Bem-estar,100,12.9,Não,7.76,95.4,181.0,2,Intermediário,0,0,2
1593,Emagrecimento,171,18.3,Não,9.35,63.2,183.0,1,Avançado,1,0,0
1594,Emagrecimento,94,17.5,Sim,5.38,64.0,183.0,3,Intermediário,1,1,2
1595,Emagrecimento,45,6.7,Não,6.71,70.6,161.0,5,Intermediário,1,0,2
1596,Bem-estar,146,18.2,Não,8.01,57.0,180.0,3,Intermediário,0,0,2
1597,Maratona,134,17.5,Não,7.67,75.4,195.0,3,Avançado,2,0,0
1598,Bem-estar,145,19.8,Não,7.33,83.3,168.0,2,Intermediário,0,0,2
1599,Maratona,47,7.7,Não,6.13,89.3,161.0,6,Intermediário,2,0,2
1600,Maratona,150,18.4,Não,8.14,85.6,189.0,3,Avançado,2,0,0
1601,Bem-estar,94,12.1,Sim,7.77,57.4,159.0,3,Intermediário,0,1,2
1602,Maratona,97,18.3,Sim,5.31,72.8,163.0,7,Avançado,2,1,0
1603,Maratona,109,11.7,Não,9.32,51.9,155.0,1,Intermediário,2,0,2
1604,Emagrecimento,40,5.5,Não,7.28,50.9,163.0,2,Intermediário,1,0,2
1605,Maratona,73,10.2,Sim,7.13,72.0,171.0,1,Intermediário,2,1,2
1606,Bem-estar,122,14.0,Não,8.74,62.6,153.0,2,Intermediário,0,0,2
1607,Bem-estar,78,10.1,Sim,7.7,84.2,194.0,5,Intermediário,0,1,2
1608,Maratona,91,18.7,Não,4.87,86.2,176.0,6,Avançado,2,0,0
1609,Emagrecimento,39,5.5,Não,7.03,94.8,179.0,3,Intermediário,1,0,2
1610,Emagrecimento,131,15.6,Não,8.4,88.0,169.0,7,Avançado,1,0,0
1611,Maratona,78,9.8,Não,8.0,52.4,183.0,2,Intermediário,2,0,2
1612,Maratona,90,9.6,Sim,9.35,68.6,172.0,3,Intermediário,2,1,2
1613,Bem-estar,156,33.8,Não,4.62,63.7,188.0,3,Intermediário,0,0,2
1614,Maratona,128,22.0,Não,5.81,69.3,191.0,4,Avançado,2,0,0
1615,Emagrecimento,148,20.4,Não,7.25,58.0,184.0,1,Avançado,1,0,0
1616,Maratona,176,23.2,Sim,7.6,54.9,175.0,6,Avançado,2,1,0
1617,Bem-estar,75,12.8,Não,5.87,76.0,189.0,7,Intermediário,0,0,2
1618,Bem-estar,54,6.3,Sim,8.63,86.0,175.0,2,Iniciante,0,1,1
1619,Bem-estar,142,26.7,Não,5.32,85.1,156.0,5,Intermediário,0,0,2
1620,Bem-estar,150,33.3,Não,4.5,72.5,156.0,6,Intermediário,0,0,2
1621,Bem-estar,123,13.3,Não,9.26,76.1,197.0,4,Intermediário,0,0,2
1622,Maratona,26,4.0,Não,6.46,75.8,161.0,1,Intermediário,2,0,2
1623,Maratona,46,5.0,Sim,9.29,84.6,191.0,5,Intermediário,2,1,2
1624,Maratona,20,3.4,Sim,5.89,52.4,162.0,5,Intermediário,2,1,2
1625,Maratona,106,22.0,Não,4.82,85.5,172.0,3,Avançado,2,0,0
1626,Bem-estar,60,7.2,Sim,8.36,79.1,183.0,1,Intermediário,0,1,2
1627,Emagrecimento,142,16.4,Sim,8.68,59.9,158.0,4,Avançado,1,1,0
1628,Maratona,94,13.5,Não,6.96,52.5,187.0,2,Intermediário,2,0,2
1629,Emagrecimento,61,12.5,Sim,4.87,55.4,184.0,2,Intermediário,1,1,2
1630,Maratona,136,17.5,Não,7.77,76.2,177.0,4,Avançado,2,0,0
1631,Maratona,180,33.3,Sim,5.41,87.9,178.0,3,Avançado,2,1,0
1632,Emagrecimento,82,9.4,Não,8.75,66.7,155.0,3,Intermediário,1,0,2
1633,Bem-estar,146,24.9,Não,5.87,69.0,172.0,5,Intermediário,0,0,2
1634,Maratona,152,17.4,Não,8.74,96.7,154.0,1,Avançado,2,0,0
1635,Maratona,67,10.1,Sim,6.63,60.7,165.0,5,Intermediário,2,1,2
1636,Maratona,22,2.9,Não,7.48,55.2,195.0,7,Intermediário,2,0,2
1637,Emagrecimento,135,16.0,Não,8.45,67.2,179.0,7,Avançado,1,0,0
1638,Bem-estar,118,25.1,Não,4.7,87.3,187.0,2,Intermediário,0,0,2
1639,Emagrecimento,135,15.7,Não,8.61,81.3,179.0,4,Avançado,1,0,0
1640,Emagrecimento,33,6.4,Não,5.19,70.8,160.0,1,Intermediário,1,0,2
1641,Bem-estar,131,20.8,Sim,6.29,98.2,180.0,4,Intermediário,0,1,2
1642,Emagrecimento,80,11.7,Não,6.86,86.7,188.0,1,Intermediário,1,0,2
1643,Bem-estar,178,19.8,Não,8.98,53.1,157.0,6,Intermediário,0,0,2
1644,Maratona,114,24.7,Não,4.61,87.2,191.0,2,Avançado,2,0,0
1645,Bem-estar,36,4.9,Sim,7.3,51.2,178.0,2,Iniciante,0,1,1
1646,Maratona,143,18.5,Não,7.71,82.5,150.0,6,Avançado,2,0,0
1647,Emagrecimento,43,7.1,Não,6.08,60.5,176.0,1,Intermediário,1,0,2
1648,Emagrecimento,135,22.7,Sim,5.95,84.8,170.0,3,Avançado,1,1,0
1649,Maratona,170,24.5,Não,6.95,65.5,165.0,1,Avançado,2,0,0
1650,Emagrecimento,101,18.6,Sim,5.44,93.7,189.0,2,Intermediário,1,1,2
1651,Bem-estar,69,10.1,Não,6.84,66.8,195.0,7,Intermediário,0,0,2
1652,Maratona,98,11.8,Sim,8.33,81.0,188.0,4,Intermediário,2,1,2
1653,Emagrecimento,98,11.2,Não,8.73,64.3,192.0,5,Intermediário,1,0,2
1654,Maratona,89,13.8,Não,6.43,95.9,195.0,4,Intermediário,2,0,2
1655,Bem-estar,46,6.1,Não,7.59,89.0,196.0,2,Iniciante,0,0,1
1656,Bem-estar,34,7.6,Não,4.5,62.2,156.0,4,Iniciante,0,0,1
1657,Emagrecimento,69,9.5,Sim,7.25,97.4,173.0,3,Intermediário,1,1,2
1658,Bem-estar,55,5.9,Não,9.38,67.9,150.0,3,Iniciante,0,0,1
1659,Maratona,27,4.5,Não,6.06,82.6,175.0,7,Intermediário,2,0,2
1660,Bem-estar,98,13.1,Não,7.47,87.1,196.0,1,Intermediário,0,0,2
1661,Maratona,150,18.1,Não,8.31,51.1,160.0,4,Avançado,2,0,0
1662,Maratona,66,8.8,Não,7.54,97.9,182.0,4,Intermediário,2,0,2
1663,Bem-estar,124,18.8,Não,6.59,67.2,182.0,2,Intermediário,0,0,2
1664,Emagrecimento,117,22.2,Não,5.26,59.5,158.0,1,Intermediário,1,0,2
1665,Bem-estar,115,16.9,Não,6.82,92.5,162.0,1,Intermediário,0,0,2
1666,Maratona,179,30.0,Não,5.97,85.1,173.0,4,Avançado,2,0,0
1667,Maratona,135,16.9,Sim,7.98,54.3,159.0,5,Avançado,2,1,0
1668,Bem-estar,32,4.8,Não,6.71,55.9,179.0,4,Iniciante,0,0,1
1669,Emagrecimento,20,2.3,Não,8.75,85.8,174.0,4,Iniciante,1,0,1
1670,Emagrecimento,53,9.7,Não,5.47,53.7,176.0,4,Intermediário,1,0,2
1671,Maratona,98,14.9,Sim,6.59,95.9,157.0,3,Intermediário,2,1,2
1672,Maratona,97,13.3,Não,7.29,87.1,176.0,6,Intermediário,2,0,2
1673,Emagrecimento,140,27.3,Não,5.13,66.8,152.0,1,Avançado,1,0,0
1674,Bem-estar,112,15.1,Não,7.44,68.1,194.0,6,Intermediário,0,0,2
1675,Maratona,117,19.7,Não,5.95,75.3,167.0,3,Avançado,2,0,0
1676,Maratona,101,17.9,Sim,5.65,68.0,193.0,5,Avançado,2,1,0
1677,Emagrecimento,178,34.2,Não,5.21,89.2,185.0,2,Avançado,1,0,0
1678,Bem-estar,172,27.5,Não,6.25,98.7,188.0,7,Intermediário,0,0,2
1679,Emagrecimento,57,6.2,Não,9.14,79.2,166.0,5,Intermediário,1,0,2
1680,Bem-estar,33,7.1,Não,4.66,72.3,161.0,1,Iniciante,0,0,1
1681,Bem-estar,155,17.7,Não,8.76,61.1,170.0,2,Intermediário,0,0,2
1682,Bem-estar,110,16.9,Não,6.49,82.7,151.0,6,Intermediário,0,0,2
1683,Maratona,73,10.0,Sim,7.31,84.3,196.0,5,Intermediário,2,1,2
1684,Emagrecimento,149,21.1,Não,7.06,84.3,169.0,1,Avançado,1,0,0
1685,Emagrecimento,120,13.1,Não,9.13,51.3,199.0,7,Intermediário,1,0,2
1686,Bem-estar,108,12.9,Não,8.35,95.0,188.0,7,Intermediário,0,0,2
1687,Maratona,75,8.0,Não,9.42,66.9,154.0,5,Intermediário,2,0,2
1688,Maratona,113,13.3,Não,8.47,87.2,183.0,2,Intermediário,2,0,2
1689,Emagrecimento,112,18.7,Não,5.98,88.0,164.0,2,Intermediário,1,0,2
1690,Maratona,103,11.1,Sim,9.31,82.5,162.0,5,Intermediário,2,1,2
1691,Maratona,104,11.0,Não,9.42,69.7,163.0,3,Intermediário,2,0,2
1692,Bem-estar,41,8.0,Não,5.12,80.4,196.0,5,Iniciante,0,0,1
1693,Maratona,54,6.0,Não,9.01,52.0,175.0,6,Intermediário,2,0,2
1694,Bem-estar,35,4.5,Não,7.82,88.1,183.0,5,Iniciante,0,0,1
1695,Emagrecimento,69,7.6,Não,9.11,55.0,164.0,5,Intermediário,1,0,2
1696,Maratona,141,15.5,Não,9.08,69.8,176.0,3,Avançado,2,0,0
1697,Emagrecimento,147,16.4,Não,8.96,55.2,168.0,4,Avançado,1,0,0
1698,Emagrecimento,132,14.8,Não,8.93,91.9,166.0,2,Intermediário,1,0,2
1699,Maratona,36,7.1,Não,5.09,77.5,162.0,6,Intermediário,2,0,2
1700,Maratona,99,19.0,Não,5.22,84.5,170.0,1,Avançado,2,0,0
1701,Emagrecimento,149,29.3,Não,5.09,84.1,183.0,2,Avançado,1,0,0
1702,Maratona,151,30.4,Não,4.96,92.1,161.0,2,Avançado,2,0,0
1703,Bem-estar,104,16.6,Não,6.27,56.6,198.0,4,Intermediário,0,0,2
1704,Bem-estar,113,14.3,Não,7.92,83.0,156.0,2,Intermediário,0,0,2
1705,Maratona,153,24.4,Não,6.27,78.8,174.0,2,Avançado,2,0,0
1706,Emagrecimento,100,12.3,Não,8.1,51.5,154.0,3,Intermediário,1,0,2
1707,Maratona,88,10.2,Não,8.6,60.1,151.0,3,Intermediário,2,0,2
1708,Maratona,88,11.2,Não,7.83,63.4,196.0,3,Intermediário,2,0,2
1709,Emagrecimento,167,24.5,Não,6.83,53.6,191.0,3,Avançado,1,0,0
1710,Emagrecimento,35,5.9,Sim,5.98,67.7,185.0,3,Intermediário,1,1,2
1711,Bem-estar,70,13.7,Não,5.12,51.4,193.0,6,Intermediário,0,0,2
1712,Emagrecimento,124,17.8,Não,6.97,77.7,190.0,1,Avançado,1,0,0
1713,Bem-estar,85,10.5,Não,8.1,60.6,182.0,4,Intermediário,0,0,2
1714,Emagrecimento,28,3.9,Não,7.24,64.4,192.0,5,Iniciante,1,0,1
1715,Maratona,126,15.5,Sim,8.11,95.5,170.0,7,Avançado,2,1,0
1716,Bem-estar,119,19.3,Sim,6.18,75.1,178.0,6,Intermediário,0,1,2
1717,Bem-estar,105,21.7,Não,4.83,63.5,189.0,3,Intermediário,0,0,2
1718,Bem-estar,83,9.9,Não,8.36,79.9,154.0,4,Intermediário,0,0,2
1719,Maratona,41,7.3,Não,5.6,60.1,193.0,5,Intermediário,2,0,2
1720,Maratona,176,23.2,Não,7.58,53.7,158.0,2,Avançado,2,0,0
1721,Maratona,129,15.1,Não,8.52,51.0,193.0,6,Avançado,2,0,0
1722,Maratona,116,22.3,Não,5.2,97.6,166.0,2,Avançado,2,0,0
1723,Maratona,37,4.9,Sim,7.49,86.2,166.0,4,Intermediário,2,1,2
1724,Bem-estar,90,11.3,Sim,7.95,90.0,154.0,1,Intermediário,0,1,2
1725,Maratona,146,17.7,Não,8.23,99.0,194.0,1,Avançado,2,0,0
1726,Bem-estar,116,22.1,Não,5.24,96.6,159.0,4,Intermediário,0,0,2
1727,Maratona,20,2.3,Não,8.63,86.8,182.0,7,Intermediário,2,0,2
1728,Emagrecimento,151,30.4,Não,4.97,84.7,182.0,7,Avançado,1,0,0
1729,Bem-estar,23,3.2,Não,7.1,66.8,164.0,1,Iniciante,0,0,1
1730,Emagrecimento,144,21.4,Sim,6.72,55.2,199.0,7,Avançado,1,1,0
1731,Bem-estar,101,18.0,Não,5.61,78.7,153.0,1,Intermediário,0,0,2
1732,Emagrecimento,46,7.7,Não,6.01,78.8,180.0,2,Intermediário,1,0,2
1733,Maratona,78,14.7,Não,5.32,97.6,174.0,7,Intermediário,2,0,2
1734,Maratona,51,7.7,Não,6.63,72.1,162.0,1,Intermediário,2,0,2
1735,Maratona,180,38.5,Não,4.68,84.5,158.0,1,Avançado,2,0,0
1736,Bem-estar,47,5.3,Não,8.94,78.7,187.0,4,Iniciante,0,0,1
1737,Emagrecimento,125,23.5,Sim,5.32,58.8,196.0,1,Avançado,1,1,0
1738,Maratona,124,13.9,Não,8.93,79.6,155.0,7,Avançado,2,0,0
1739,Emagrecimento,89,10.1,Sim,8.82,77.0,160.0,7,Intermediário,1,1,2
1740,Emagrecimento,81,12.0,Não,6.76,74.7,199.0,6,Intermediário,1,0,2
1741,Maratona,53,7.6,Não,6.99,75.7,151.0,3,Intermediário,2,0,2
1742,Maratona,106,17.6,Não,6.01,58.2,175.0,3,Avançado,2,0,0
1743,Emagrecimento,133,14.0,Não,9.48,73.2,176.0,4,Intermediário,1,0,2
1744,Maratona,125,15.9,Sim,7.85,80.3,163.0,3,Avançado,2,1,0
1745,Maratona,75,8.1,Sim,9.26,74.5,183.0,2,Intermediário,2,1,2
1746,Maratona,132,20.1,Não,6.57,74.4,197.0,6,Avançado,2,0,0
1747,Bem-estar,32,3.6,Não,8.92,53.9,173.0,6,Iniciante,0,0,1
1748,Emagrecimento,37,5.5,Não,6.74,59.5,187.0,4,Intermediário,1,0,2
1749,Emagrecimento,132,14.9,Sim,8.83,66.0,182.0,7,Intermediário,1,1,2
1750,Bem-estar,58,11.3,Não,5.15,71.0,174.0,1,Iniciante,0,0,1
1751,Emagrecimento,98,12.8,Não,7.68,79.7,152.0,3,Intermediário,1,0,2
1752,Maratona,165,20.9,Não,7.89,93.2,187.0,2,Avançado,2,0,0
1753,Emagrecimento,170,21.9,Não,7.78,58.0,168.0,7,Avançado,1,0,0
1754,Maratona,49,7.3,Não,6.74,50.8,161.0,4,Intermediário,2,0,2
1755,Bem-estar,117,14.8,Não,7.92,72.5,197.0,7,Intermediário,0,0,2
1756,Maratona,77,13.5,Sim,5.7,71.6,189.0,4,Intermediário,2,1,2
1757,Emagrecimento,86,11.5,Não,7.48,77.6,198.0,1,Intermediário,1,0,2
1758,Emagrecimento,90,12.4,Não,7.27,91.7,163.0,5,Intermediário,1,0,2
1759,Emagrecimento,165,27.1,Não,6.09,90.1,192.0,3,Avançado,1,0,0
1760,Bem-estar,125,14.9,Não,8.39,55.0,180.0,2,Intermediário,0,0,2
1761,Bem-estar,26,5.3,Não,4.9,96.7,199.0,4,Iniciante,0,0,1
1762,Emagrecimento,59,11.0,Não,5.36,55.5,197.0,7,Intermediário,1,0,2
1763,Maratona,89,13.0,Não,6.86,81.7,199.0,3,Intermediário,2,0,2
1764,Bem-estar,87,9.7,Não,8.96,83.6,198.0,7,Intermediário,0,0,2
1765,Emagrecimento,68,9.2,Não,7.38,84.0,150.0,2,Intermediário,1,0,2
1766,Emagrecimento,71,8.2,Não,8.71,63.3,187.0,6,Intermediário,1,0,2
1767,Bem-estar,133,18.8,Sim,7.09,66.5,164.0,6,Intermediário,0,1,2
1768,Bem-estar,126,14.9,Não,8.43,77.4,185.0,2,Intermediário,0,0,2
1769,Bem-estar,48,7.8,Não,6.13,60.0,199.0,6,Iniciante,0,0,1
1770,Maratona,168,19.6,Não,8.58,51.0,152.0,4,Avançado,2,0,0
1771,Maratona,97,14.9,Não,6.51,78.1,178.0,3,Intermediário,2,0,2
1772,Emagrecimento,28,3.8,Não,7.29,73.3,187.0,2,Iniciante,1,0,1
1773,Bem-estar,95,17.7,Não,5.38,82.8,163.0,4,Intermediário,0,0,2
1774,Maratona,61,6.7,Não,9.1,57.3,161.0,3,Intermediário,2,0,2
1775,Bem-estar,147,18.4,Não,8.01,92.0,153.0,3,Intermediário,0,0,2
1776,Emagrecimento,39,4.4,Não,8.79,57.3,155.0,4,Iniciante,1,0,1
1777,Maratona,174,31.4,Não,5.54,94.6,183.0,3,Avançado,2,0,0
1778,Maratona,91,18.8,Não,4.84,72.5,175.0,5,Avançado,2,0,0
1779,Maratona,84,13.6,Não,6.19,77.5,152.0,2,Intermediário,2,0,2
1780,Emagrecimento,132,18.6,Sim,7.08,94.8,198.0,2,Avançado,1,1,0
1781,Bem-estar,43,5.1,Não,8.51,65.0,183.0,3,Iniciante,0,0,1
1782,Maratona,147,22.7,Não,6.49,59.1,176.0,4,Avançado,2,0,0
1783,Emagrecimento,102,17.4,Não,5.85,72.3,164.0,1,Intermediário,1,0,2
1784,Bem-estar,82,12.9,Não,6.36,62.2,183.0,6,Intermediário,0,0,2
1785,Emagrecimento,79,9.9,Não,8.02,76.4,168.0,3,Intermediário,1,0,2
1786,Bem-estar,118,19.1,Não,6.18,63.8,185.0,1,Intermediário,0,0,2
1787,Emagrecimento,81,8.6,Não,9.4,93.2,184.0,3,Intermediário,1,0,2
1788,Bem-estar,49,9.1,Sim,5.37,80.4,155.0,1,Iniciante,0,1,1
1789,Maratona,41,5.0,Não,8.27,50.0,195.0,3,Intermediário,2,0,2
1790,Bem-estar,145,19.5,Não,7.45,90.3,174.0,4,Intermediário,0,0,2
1791,Emagrecimento,176,31.0,Não,5.67,66.5,170.0,6,Avançado,1,0,0
1792,Emagrecimento,61,7.4,Não,8.27,66.0,198.0,7,Intermediário,1,0,2
1793,Bem-estar,117,17.4,Sim,6.74,69.2,172.0,7,Intermediário,0,1,2
1794,Maratona,50,6.3,Não,7.91,81.5,186.0,1,Intermediário,2,0,2
1795,Maratona,177,22.7,Não,7.81,72.1,183.0,5,Avançado,2,0,0
1796,Bem-estar,131,25.9,Não,5.05,81.4,158.0,4,Intermediário,0,0,2
1797,Bem-estar,165,19.0,Não,8.7,57.3,200.0,6,Intermediário,0,0,2
1798,Emagrecimento,141,17.8,Não,7.91,98.5,173.0,3,Avançado,1,0,0
1799,Maratona,36,4.3,Não,8.4,86.5,170.0,1,Intermediário,2,0,2
1800,Bem-estar,57,8.5,Não,6.74,62.5,196.0,6,Iniciante,0,0,1
1801,Maratona,161,29.4,Não,5.48,86.2,176.0,2,Avançado,2,0,0
1802,Bem-estar,129,21.0,Não,6.13,78.8,185.0,4,Intermediário,0,0,2
1803,Bem-estar,41,4.6,Não,9.01,55.5,192.0,1,Iniciante,0,0,1
1804,Maratona,75,8.2,Sim,9.19,58.9,162.0,4,Intermediário,2,1,2
1805,Bem-estar,138,20.0,Não,6.91,52.1,158.0,1,Intermediário,0,0,2
1806,Bem-estar,166,27.7,Sim,5.99,90.5,153.0,7,Intermediário,0,1,2
1807,Emagrecimento,76,9.3,Sim,8.15,77.6,195.0,2,Intermediário,1,1,2
1808,Bem-estar,54,6.5,Não,8.33,65.8,160.0,5,Iniciante,0,0,1
1809,Bem-estar,133,15.5,Não,8.58,56.3,165.0,2,Intermediário,0,0,2
1810,Bem-estar,144,30.9,Sim,4.66,74.2,164.0,3,Intermediário,0,1,2
1811,Emagrecimento,148,32.5,Não,4.55,76.3,165.0,4,Avançado,1,0,0
1812,Maratona,71,11.3,Não,6.29,85.1,183.0,5,Intermediário,2,0,2
1813,Emagrecimento,104,19.8,Não,5.26,98.5,198.0,4,Intermediário,1,0,2
1814,Emagrecimento,84,9.9,Não,8.52,71.7,166.0,6,Intermediário,1,0,2
1815,Maratona,148,20.7,Não,7.16,70.3,170.0,1,Avançado,2,0,0
1816,Emagrecimento,40,4.6,Não,8.63,68.5,189.0,3,Iniciante,1,0,1
1817,Maratona,35,6.5,Sim,5.38,91.3,172.0,3,Intermediário,2,1,2
1818,Emagrecimento,142,18.6,Sim,7.64,57.8,196.0,4,Avançado,1,1,0
1819,Maratona,80,10.8,Sim,7.4,67.2,175.0,7,Intermediário,2,1,2
1820,Bem-estar,73,11.8,Não,6.2,86.2,167.0,3,Intermediário,0,0,2
1821,Emagrecimento,45,6.3,Não,7.09,50.8,199.0,4,Intermediário,1,0,2
1822,Emagrecimento,99,13.3,Não,7.45,64.5,171.0,1,Intermediário,1,0,2
1823,Emagrecimento,84,9.4,Não,8.95,82.1,162.0,1,Intermediário,1,0,2
1824,Emagrecimento,119,24.9,Não,4.78,59.3,159.0,4,Intermediário,1,0,2
1825,Bem-estar,93,10.8,Não,8.62,65.1,200.0,2,Intermediário,0,0,2
1826,Emagrecimento,36,3.8,Não,9.4,74.3,188.0,2,Iniciante,1,0,1
1827,Bem-estar,140,17.2,Não,8.16,71.1,170.0,1,Intermediário,0,0,2
1828,Bem-estar,42,5.1,Não,8.19,55.3,191.0,5,Iniciante,0,0,1
1829,Bem-estar,154,27.5,Sim,5.59,96.9,177.0,2,Intermediário,0,1,2
1830,Bem-estar,90,12.6,Não,7.12,52.2,166.0,4,Intermediário,0,0,2
1831,Maratona,127,15.8,Não,8.03,87.5,187.0,1,Avançado,2,0,0
1832,Maratona,98,13.0,Não,7.51,53.6,187.0,3,Intermediário,2,0,2
1833,Emagrecimento,65,10.1,Não,6.43,73.4,175.0,3,Intermediário,1,0,2
1834,Maratona,97,10.5,Não,9.2,58.8,152.0,7,Intermediário,2,0,2
1835,Maratona,35,5.0,Não,7.07,57.1,154.0,2,Intermediário,2,0,2
1836,Emagrecimento,90,9.6,Não,9.35,56.3,189.0,5,Intermediário,1,0,2
1837,Emagrecimento,115,15.7,Não,7.32,72.6,191.0,6,Intermediário,1,0,2
1838,Emagrecimento,166,19.6,Não,8.47,75.8,184.0,2,Avançado,1,0,0
1839,Maratona,21,2.6,Não,8.21,56.7,192.0,5,Intermediário,2,0,2
1840,Maratona,29,3.7,Não,7.8,99.0,186.0,2,Intermediário,2,0,2
1841,Emagrecimento,144,31.5,Não,4.57,62.9,195.0,3,Avançado,1,0,0
